sport,dport,ack_in,ack_out,byte,duration,flow,inbyte,outbyte,inpacket,outpacket,packet,psh_in,psh_out
65485,443,37,36,8444,1000000,1,2792,5652,37,36,73,6,31
65485,443,42,42,9384,1000000,1,3435,5949,42,42,84,9,33
65485,443,40,39,8948,1000000,1,3303,5645,40,39,79,9,31
65485,443,48,47,10739,1000000,1,4033,6706,48,47,95,11,37
65485,443,38,37,8785,1000000,1,2941,5844,38,37,75,7,31
65485,443,90,91,22657,1000000,1,5345,17312,90,91,181,3,88
65485,443,45,45,10561,1000000,1,3153,7408,45,45,90,5,40
65485,443,101,100,24175,1000000,1,6709,17466,101,100,201,9,92
65485,443,150,150,36163,1000000,1,10099,26064,150,150,300,13,138
65485,443,117,117,29805,1000000,1,7419,22386,117,117,234,7,111
65485,443,102,100,24656,1000000,1,6493,18163,102,100,202,7,95
65485,443,80,78,18710,1000000,1,5590,13120,80,78,158,10,70
65485,443,91,91,21924,1000000,1,5724,16200,91,91,182,6,85
65485,443,109,109,25927,1000000,1,7653,18274,109,109,218,13,97
65485,443,113,112,27460,1000000,1,7965,19495,113,112,225,13,100
65485,443,70,70,17717,1000000,1,3812,13905,70,70,140,0,70
65485,443,92,91,22390,1000000,1,6017,16373,92,91,183,7,85
65485,443,110,107,26019,1000000,1,7639,18380,110,107,217,13,97
65485,443,106,101,25424,1000000,1,7130,18294,106,101,207,10,96
65485,443,106,106,25981,1000000,1,6634,19347,106,106,212,6,101
65485,443,149,145,35977,1000000,1,10437,25540,149,145,294,17,133
65485,443,102,99,24100,1000000,1,7171,16929,102,99,201,13,90
65485,443,78,74,18518,1000000,1,4974,13544,78,74,152,6,72
65485,443,84,83,21249,1000000,1,5001,16248,84,83,167,3,81
65485,443,111,111,27650,1000000,1,6297,21353,111,111,222,1,110
65485,443,98,99,23729,1000000,1,6090,17639,98,99,197,6,93
65485,443,108,109,26588,1000000,1,7155,19433,108,109,217,9,101
65485,443,96,96,24164,1000000,1,5919,18245,96,96,192,5,92
65485,443,92,91,22499,1000000,1,6183,16316,92,91,183,9,84
65485,443,25,23,5666,1000000,1,2444,3222,26,24,50,8,18
65485,443,37,37,8562,1000000,1,2633,5929,37,37,74,5,32
65485,443,53,51,11680,1000000,1,4664,7016,53,51,104,14,39
65485,443,42,40,9901,1000000,1,2788,7113,42,40,82,4,38
65485,443,50,48,11732,1000000,1,3776,7956,50,48,98,8,43
65485,443,50,49,11642,1000000,1,3855,7787,50,49,99,9,42
65485,443,62,60,15126,1000000,1,4166,10960,62,60,122,6,56
65485,443,51,51,12414,1000000,1,3092,9322,51,51,102,2,49
65485,443,49,48,11638,1000000,1,3476,8162,49,48,97,6,43
65485,443,59,58,13699,1000000,1,4663,9036,59,58,117,11,48
65485,443,41,37,8996,1000000,1,3496,5500,41,37,78,10,31
65485,443,53,51,11818,1000000,1,5033,6785,53,51,104,17,38
65485,443,49,47,11313,1000000,1,3801,7512,49,47,96,9,40
65485,443,47,47,11058,1000000,1,3209,7849,47,47,94,5,42
65485,443,40,41,9438,1000000,1,3073,6365,40,41,81,7,34
65485,443,31,31,7001,1000000,1,2321,4680,31,31,62,5,26
65485,443,28,28,6499,1000000,1,2274,4225,28,28,56,6,23
65485,443,55,52,12292,1000000,1,4760,7532,55,52,107,14,41
65485,443,34,33,7615,1000000,1,2749,4866,34,33,67,7,27
65485,443,42,40,9362,1000000,1,3538,5824,42,40,82,10,32
65485,443,99,96,23403,1000000,1,6466,16937,99,96,195,8,90
65485,443,108,109,26510,1000000,1,7123,19387,108,109,217,9,101
65485,443,43,41,9921,1000000,1,3767,6154,43,41,84,11,33
65485,443,28,27,6673,1000000,1,2044,4629,28,27,55,4,24
65485,443,28,28,6810,1000000,1,1766,5044,28,28,56,2,26
65485,443,31,30,7273,1000000,1,2206,5067,31,30,61,4,27
65485,443,41,41,9402,1000000,1,3369,6033,41,41,82,9,32
65485,443,32,32,7008,1000000,1,2744,4264,32,32,64,8,24
65485,443,50,49,11059,1000000,1,4224,6835,50,49,99,12,38
65485,443,48,46,10550,1000000,1,4279,6271,48,46,94,13,35
65485,443,40,39,9498,1000000,1,3081,6417,40,39,79,7,33
65485,443,31,31,7302,1000000,1,2055,5247,31,31,62,3,28
65485,443,39,38,8905,1000000,1,3007,5898,39,38,77,7,32
65485,443,33,32,7538,1000000,1,2314,5224,33,32,65,4,28
65485,443,37,37,8833,1000000,1,2657,6176,37,37,74,5,33
65485,443,28,27,6727,1000000,1,1766,4961,28,27,55,2,26
65485,443,51,49,11169,1000000,1,4532,6637,51,49,100,14,37
65485,443,34,34,7716,1000000,1,2598,5118,34,34,68,6,28
65485,443,46,44,10687,1000000,1,3373,7314,46,44,90,7,39
65485,443,80,79,19422,1000000,1,4586,14836,80,79,159,2,77
65485,443,92,93,22927,1000000,1,5294,17633,92,93,185,2,91
65485,443,103,102,26092,1000000,1,6226,19866,103,102,205,4,99
65485,443,75,74,17869,1000000,1,4824,13045,75,74,149,6,69
65485,443,91,92,21878,1000000,1,5839,16039,91,92,183,7,85
65485,443,97,96,23965,1000000,1,6199,17766,97,96,193,7,90
65485,443,77,76,18187,1000000,1,5325,12862,77,76,153,9,68
65485,443,75,75,18521,1000000,1,4499,14022,75,75,150,3,72
65485,443,85,84,21467,1000000,1,5376,16091,85,84,169,6,79
65485,443,44,44,10513,1000000,1,3162,7351,44,44,88,6,38
65485,443,34,33,7891,1000000,1,2483,5408,34,33,67,5,29
65485,443,31,31,6978,1000000,1,2436,4542,31,31,62,6,25
65485,443,34,34,7435,1000000,1,3233,4202,34,34,68,11,24
65485,443,22,19,4713,1000000,1,2397,2316,23,20,43,9,13
65485,443,35,32,7262,1000000,1,3734,3528,36,33,69,14,21
65485,443,28,26,6134,1000000,1,2528,3606,28,26,54,8,20
65485,443,36,32,7823,1000000,1,3365,4458,36,32,68,11,25
65485,443,29,28,6216,1000000,1,2582,3634,29,28,57,8,21
65485,443,35,34,7585,1000000,1,3160,4425,35,34,69,10,25
65485,443,24,24,5503,1000000,1,2058,3445,24,24,48,6,19
65485,443,28,27,6207,1000000,1,2401,3806,28,27,55,7,21
65485,443,23,23,5226,1000000,1,1750,3476,23,23,46,4,19
65485,443,52,52,13115,1000000,1,3872,9243,52,52,104,8,45
65485,443,90,90,22606,1000000,1,5496,17110,90,90,180,4,86
65485,443,93,93,22550,1000000,1,6741,15809,93,93,186,13,82
65485,443,96,96,23830,1000000,1,5764,18066,96,96,192,4,93
65485,443,113,110,26892,1000000,1,7722,19170,113,110,223,12,101
65485,443,104,97,24946,1000000,1,7153,17793,104,97,201,11,92
65485,443,80,81,19452,1000000,1,5269,14183,80,81,161,7,74
65485,443,94,86,21637,1000000,1,6724,14913,94,86,180,12,82
65485,443,57,54,13497,1000000,1,4142,9355,57,54,111,8,49
65485,443,95,96,23234,1000000,1,5730,17504,95,96,191,4,92
65485,443,107,106,25968,1000000,1,7116,18852,107,106,213,10,99
65485,443,32,32,7668,1000000,1,1994,5674,32,32,64,2,30
65485,443,32,30,7763,1000000,1,2768,4995,32,30,62,8,24
65485,443,52,51,11101,1000000,1,5118,5983,52,51,103,18,34
65485,443,29,29,6757,1000000,1,2352,4405,29,29,58,6,23
65485,443,30,30,6864,1000000,1,2279,4585,30,30,60,5,25
65485,443,43,40,9627,1000000,1,3751,5876,43,40,83,11,32
65485,443,31,29,7215,1000000,1,2194,5021,31,29,60,4,27
65485,443,17,17,4182,1000000,1,918,3264,17,17,34,0,17
65485,443,25,25,6018,1000000,1,1882,4136,25,25,50,4,21
65485,443,41,39,8911,1000000,1,3635,5276,41,39,80,11,30
65485,443,46,44,10214,1000000,1,4298,5916,46,44,90,14,33
65485,443,63,57,12954,1000000,1,6982,5972,63,57,120,27,36
65485,443,91,91,21124,1000000,1,7141,13983,91,91,182,17,75
65485,443,86,85,21016,1000000,1,5466,15550,86,85,171,6,80
65485,443,86,86,21441,1000000,1,4934,16507,86,86,172,2,85
65485,443,83,84,20546,1000000,1,4633,15913,83,84,167,1,83
65485,443,122,120,30593,1000000,1,8300,22293,122,120,242,12,113
65485,443,114,112,27553,1000000,1,7772,19781,114,112,226,12,103
65485,443,82,82,19866,1000000,1,5429,14437,82,82,164,7,75
65485,443,381,375,91339,307685349,1,25442,65897,381,375,756,35,348
